example_id                                                             | status  | run_time        |
./spec/system/checkout_spec.rb[1:10:2:1]                               | failed  | 0.28273 seconds |
./spec/system/checkout_spec.rb[1:10:3:1]                               | failed  | 0.2928 seconds  |
./spec/system/checkout_spec.rb[1:11:1]                                 | failed  | 0.2859 seconds  |
./spec/system/checkout_spec.rb[1:12:1:1]                               | failed  | 0.27749 seconds |
./spec/system/checkout_spec.rb[1:12:2:1]                               | failed  | 0.28332 seconds |
./spec/system/checkout_spec.rb[1:13:1]                                 | failed  | 0.34643 seconds |
./spec/system/checkout_spec.rb[1:13:2]                                 | failed  | 0.33746 seconds |
./spec/system/checkout_spec.rb[1:14:1]                                 | failed  | 0.27994 seconds |
./spec/system/checkout_spec.rb[1:14:2:1]                               | failed  | 0.28832 seconds |
./spec/system/checkout_spec.rb[1:15:1]                                 | failed  | 0.33106 seconds |
./spec/system/checkout_spec.rb[1:15:2]                                 | failed  | 0.28589 seconds |
./spec/system/checkout_unshippable_spec.rb[1:1]                        | passed  | 0.21324 seconds |
./spec/system/coupon_code_spec.rb[1:1:1:1:1]                           | passed  | 1.01 seconds    |
./spec/system/coupon_code_spec.rb[1:1:1:1:2]                           | passed  | 1.15 seconds    |
./spec/system/coupon_code_spec.rb[1:1:1:1:3:1]                         | passed  | 0.99259 seconds |
./spec/system/coupon_code_spec.rb[1:1:1:2:1:1]                         | passed  | 0.9367 seconds  |
./spec/system/coupon_code_spec.rb[1:1:2:1]                             | passed  | 0.49344 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:2]                             | passed  | 0.4741 seconds  |
./spec/system/coupon_code_spec.rb[1:1:2:3]                             | passed  | 0.47609 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:4:1]                           | passed  | 0.50041 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:5]                             | passed  | 0.47618 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:6:1]                           | passed  | 0.80475 seconds |
./spec/system/coupon_code_spec.rb[1:1:2:7:1]                           | passed  | 0.83126 seconds |
./spec/system/currency_spec.rb[1:1]                                    | passed  | 0.1039 seconds  |
./spec/system/first_order_promotion_spec.rb[1:1]                       | passed  | 0.14366 seconds |
./spec/system/first_order_promotion_spec.rb[1:2]                       | passed  | 0.98926 seconds |
./spec/system/free_shipping_promotions_spec.rb[1:1:1]                  | passed  | 1.02 seconds    |
./spec/system/locale_spec.rb[1:1:1]                                    | passed  | 0.0313 seconds  |
./spec/system/order_spec.rb[1:1]                                       | passed  | 0.14148 seconds |
./spec/system/order_spec.rb[1:2]                                       | passed  | 0.17828 seconds |
./spec/system/order_spec.rb[1:3]                                       | passed  | 0.1173 seconds  |
./spec/system/order_spec.rb[1:4]                                       | passed  | 0.15334 seconds |
./spec/system/order_spec.rb[1:5]                                       | passed  | 0.10164 seconds |
./spec/system/products_spec.rb[1:1]                                    | passed  | 0.58792 seconds |
./spec/system/products_spec.rb[1:2:1]                                  | passed  | 0.4054 seconds  |
./spec/system/products_spec.rb[1:2:2]                                  | passed  | 0.40718 seconds |
./spec/system/products_spec.rb[1:3:1]                                  | passed  | 0.3609 seconds  |
